Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
FC Lugano,Home,68',Substitution,Mohamed Amoura,Tactical,,Renato Steffen,3841039
FC Luzern,Away,75',Substitution,Thibault Klidjé,Tactical,,Asumah Abubakar,3841039
FC Luzern,Away,75',Substitution,Mamady Diambou,Tactical,,Pius Dorn,3841039
FC Lugano,Home,79',Substitution,Boris Babic,Tactical,,Zan Celar,3841039
FC Lugano,Home,79',Substitution,Roman Macek,Tactical,,Ignacio Aliseda,3841039
FC Lugano,Home,89',Substitution,Hicham Mahou,Tactical,,Jonathan Sabbatini,3841039
FC Luzern,Away,17',Yellow Card,Pascal Schürpf,Foul,,,3841039
FC Luzern,Away,31',Yellow Card,Mohamed Dräger,Foul,,,3841039
FC Luzern,Away,37',Yellow Card,Pius Dorn,Handball,,,3841039
FC Lugano,Home,44',Yellow Card,Mohamed Belhadj Mahmoud,Foul,,,3841039
FC Lugano,Home,73',Yellow Card,Albian Hajdari,Foul,,,3841039
FC Lugano,Home,77',Yellow Card,Milton Valenzuela,Foul,,,3841039
FC Luzern,Away,90',Yellow Card,Thibault Klidjé,Foul,,,3841039
Servette FC,Home,30',Goal,Chris Bedia,Right-footed shot,Patrick Pflücke,,3841040
Grasshopper Club Zurich,Away,57',Goal,Renat Dadashov,Penalty,,,3841040
Servette FC,Home,59',Goal,Chris Bedia,Left-footed shot,Alexis Antunes,,3841040
Servette FC,Home,46',Substitution,Anthony Baron,Tactical,,Gaël Clichy,3841040
Grasshopper Club Zurich,Away,46',Substitution,Noah Loosli,Tactical,,Tomás Ribeiro,3841040
Servette FC,Home,68',Substitution,Ronny Rodelin,Tactical,,Chris Bedia,3841040
Servette FC,Home,68',Substitution,Enzo Crivelli,Tactical,,Patrick Pflücke,3841040
Grasshopper Club Zurich,Away,70',Substitution,Guilherme Schettine,Tactical,,Petar Pusic,3841040
Grasshopper Club Zurich,Away,70',Substitution,Giotto Morandi,Tactical,,Amir Abrashi,3841040
Grasshopper Club Zurich,Away,80',Substitution,Christian Herc,Tactical,,Hayao Kawabe,3841040
Servette FC,Home,81',Substitution,Théo Valls,Tactical,,Alexis Antunes,3841040
Grasshopper Club Zurich,Away,88',Substitution,Georg Margreitter,Tactical,,Nadjack,3841040
Servette FC,Home,90',Substitution,Nicolas Vouilloz,Delay,,Moussa Diallo,3841040
Grasshopper Club Zurich,Away,18',Yellow Card,Tomás Ribeiro,Foul,,,3841040
Servette FC,Home,40',Yellow Card,Chris Bedia,Foul,,,3841040
Servette FC,Home,45',Yellow Card,Moussa Diallo,Foul,,,3841040
Grasshopper Club Zurich,Away,71',Yellow Card,Guilherme Schettine,Foul,,,3841040
Grasshopper Club Zurich,Away,76',Yellow Card,Tsiy Ndenge,Foul,,,3841040
Servette FC,Home,90',Yellow Card,Timothé Cognat,Dissent,,,3841040
FC St. Gallen 1879,Away,3',Goal,Lukas Görtler,Left-footed shot,Basil Stillhart,,3841041
BSC Young Boys,Home,12',Goal,Cedric Itten,Left-footed shot,Joël Monteiro,,3841041
BSC Young Boys,Home,17',Goal,Kastriot Imeri,Right-footed shot,Christian Fassnacht,,3841041
BSC Young Boys,Home,54',Goal,Cedric Itten,Penalty,,,3841041
BSC Young Boys,Home,62',Goal,Christian Fassnacht,Left-footed shot,Loris Benito,,3841041
BSC Young Boys,Home,66',Goal,Fabian Rieder,Penalty,,,3841041
FC St. Gallen 1879,Away,22',Substitution,Ricardo Alves,Injury,,Matej Maglica,3841041
FC St. Gallen 1879,Away,66',Substitution,Chadrac Akolo,Tactical,,Basil Stillhart,3841041
FC St. Gallen 1879,Away,66',Substitution,Isaac Schmidt,Tactical,,Michael Kempter,3841041
BSC Young Boys,Home,70',Substitution,Jean-Pierre Nsame,Tactical,,Cedric Itten,3841041
BSC Young Boys,Home,70',Substitution,Sandro Lauper,Tactical,,Cheikh Niasse,3841041
BSC Young Boys,Home,70',Substitution,Filip Ugrinic,Tactical,,Kastriot Imeri,3841041
FC St. Gallen 1879,Away,76',Substitution,Stefano Guidotti,Tactical,,Leon Dajaku,3841041
FC St. Gallen 1879,Away,76',Substitution,Willem Geubbels,Tactical,,Jérémy Guillemenot,3841041
BSC Young Boys,Home,78',Substitution,Donat Rrudhani,Tactical,,Christian Fassnacht,3841041
BSC Young Boys,Home,78',Substitution,Aurèle Amenda,Tactical,,Fabian Lustenberger,3841041
FC St. Gallen 1879,Away,65',Yellow Card,Leonidas Stergiou,Foul,,,3841041
FC Zürich,Home,32',Goal,Aiyegun Tosin,Left-footed shot,Stephan Seiler,,3841042
FC Winterthur,Away,39',Goal,Samir Ramizi,Tap-in,Joaquín Ardaiz,,3841042
FC Winterthur,Away,46',Substitution,Eris Abedini,Tactical,,Nishan Burkart,3841042
FC Zürich,Home,46',Substitution,Fabian Rohner,Tactical,,Nikola Boranijasevic,3841042
FC Zürich,Home,46',Substitution,Lindrit Kamberi,Tactical,,Fidan Aliti,3841042
FC Winterthur,Away,57',Substitution,Samuel Ballet,Tactical,,Samir Ramizi,3841042
FC Winterthur,Away,67',Substitution,Sayfallah Ltaief,Tactical,,Roman Buess,3841042
FC Winterthur,Away,67',Substitution,Adrian Gantenbein,Tactical,,Michael Gonçalves,3841042
FC Zürich,Home,74',Substitution,Roko Simic,Tactical,,Antonio Marchesano,3841042
FC Winterthur,Away,81',Substitution,Francisco Rodríguez,Tactical,,Matteo Di Giusto,3841042
FC Zürich,Home,81',Substitution,Marc Hornschuh,Tactical,,Stephan Seiler,3841042
FC Zürich,Home,90',Substitution,Junior Ligue,Tactical,,Jonathan Okita,3841042
FC Winterthur,Away,16',Yellow Card,Samir Ramizi,Foul,,,3841042
FC Zürich,Home,31',Yellow Card,Fidan Aliti,Foul,,,3841042
FC Winterthur,Away,42',Yellow Card,Yannick Schmid,Foul,,,3841042
FC Winterthur,Away,44',Yellow Card,Remo Arnold,Foul,,,3841042
FC Zürich,Home,56',Yellow Card,Cheick Condé,Foul,,,3841042
FC Winterthur,Away,62',Yellow Card,Granit Lekaj,Foul,,,3841042
FC Zürich,Home,73',Yellow Card,Stephan Seiler,Foul,,,3841042
FC Winterthur,Away,90',Yellow Card,Samuel Ballet,Foul,,,3841042
Servette FC,Away,20',Goal,Alexis Antunes,Right-footed shot,Patrick Pflücke,,3841053
FC Basel 1893,Home,51',Goal,Zeki Amdouni,Left-footed shot,Andy Diouf,,3841053
FC Basel 1893,Home,61',Goal,Andi Zeqiri,Right-footed shot,Zeki Amdouni,,3841053
Servette FC,Away,90',Goal,Chris Bedia,Penalty,Handball by Fabian Frei,,3841053
FC Basel 1893,Home,50',Substitution,Wouter Burger,Injury,,Riccardo Calafiori,3841053
Servette FC,Away,62',Substitution,Dereck Kutesa,Tactical,,Alexis Antunes,3841053
Servette FC,Away,62',Substitution,Chris Bedia,Tactical,,Enzo Crivelli,3841053
Servette FC,Away,69',Substitution,Timothé Cognat,Tactical,,Théo Valls,3841053
FC Basel 1893,Home,74',Substitution,Darian Males,Tactical,,Hugo Novoa,3841053
FC Basel 1893,Home,74',Substitution,Anton Kade,Tactical,,Dan Ndoye,3841053
Servette FC,Away,79',Substitution,Théo Magnin,Tactical,,Kevin Mbabu,3841053
Servette FC,Away,79',Substitution,Samba Diba,Tactical,,Boris Céspedes,3841053
FC Basel 1893,Home,87',Substitution,Michael Lang,Tactical,,Sergio López,3841053
FC Basel 1893,Home,87',Substitution,Taulant Xhaka,Tactical,,Andi Zeqiri,3841053
Servette FC,Away,53',Yellow Card,Steve Rouiller,Foul,,,3841053
Servette FC,Away,59',Yellow Card,Kevin Mbabu,Foul,,,3841053
Servette FC,Away,71',Yellow Card,Timothé Cognat,Foul,,,3841053
FC Basel 1893,Home,88',Yellow Card,Fabian Frei,Foul,,,3841053
FC Basel 1893,Home,90',Yellow Card,Kasim Adams,Dissent,,,3841053
FC Basel 1893,Home,90',Yellow-Red Card,Fabian Frei,Dissent,,,3841053
Grasshopper Club Zurich,Home,30',Goal,Renat Dadashov,Penalty,,,3841054
FC Zürich,Away,66',Goal,Aiyegun Tosin,Right-footed shot,Jonathan Okita,,3841054
FC Zürich,Away,73',Goal,Aiyegun Tosin,Right-footed shot,Jonathan Okita,,3841054
FC Zürich,Away,22',Substitution,Becir Omeragic,Injury,,Adrián Guerrero,3841054
FC Zürich,Away,46',Substitution,Roko Simic,Tactical,,Antonio Marchesano,3841054
Grasshopper Club Zurich,Home,76',Substitution,Shkelqim Demhasaj,Tactical,,Renat Dadashov,3841054
Grasshopper Club Zurich,Home,76',Substitution,Meritan Shabani,Tactical,,Tsiy Ndenge,3841054
Grasshopper Club Zurich,Home,76',Substitution,Filipe de Carvalho,Tactical,,Giotto Morandi,3841054
FC Zürich,Away,82',Substitution,Blerim Dzemaili,Tactical,,Jonathan Okita,3841054
Grasshopper Club Zurich,Home,88',Substitution,Sang-bin Jeong,Tactical,,Amir Abrashi,3841054
FC Zürich,Away,90',Substitution,Fabian Rohner,Delay,,Fidan Aliti,3841054
FC Zürich,Away,29',Yellow Card,Nikola Katic,Foul,,,3841054
Grasshopper Club Zurich,Home,57',Yellow Card,Amir Abrashi,Foul,,,3841054
Grasshopper Club Zurich,Home,86',Yellow Card,Noah Loosli,Foul,,,3841054
FC Zürich,Away,88',Yellow Card,Cheick Condé,Time wasting,,,3841054
FC St. Gallen 1879,Home,13',Goal,Jérémy Guillemenot,Penalty,,,3841055
FC Luzern,Away,32',Goal,Martin Frydek,Left-footed shot,Max Meyer,,3841055
FC Luzern,Away,62',Goal,Nicky Beloko,Right-footed shot,Pius Dorn,,3841055
FC St. Gallen 1879,Home,79',Goal,Matej Maglica,Penalty,,,3841055
FC St. Gallen 1879,Home,22',Substitution,Lukas Watkowiak,Tactical,,Willem Geubbels,3841055
FC St. Gallen 1879,Home,59',Substitution,Isaac Schmidt,Tactical,,Christian Witzig,3841055
FC Luzern,Away,64',Substitution,Dejan Sorgic,Tactical,,Thibault Klidjé,3841055
FC St. Gallen 1879,Home,66',Substitution,Chadrac Akolo,Tactical,,Leon Dajaku,3841055
FC St. Gallen 1879,Home,66',Substitution,Emmanuel Latte Lath,Tactical,,Michael Kempter,3841055
FC St. Gallen 1879,Home,66',Substitution,Noha Ndombasi,Tactical,,Jérémy Guillemenot,3841055
FC Luzern,Away,80',Substitution,Mamady Diambou,Tactical,,Mohamed Dräger,3841055
FC Luzern,Away,13',Yellow Card,Martin Frydek,Handball,,,3841055
FC St. Gallen 1879,Home,20',Direct Red Card,Lawrence Ati Zigi,Professional foul,,,3841055
FC Luzern,Away,45',Yellow Card,Ardon Jashari,Foul,,,3841055
FC Luzern,Away,54',Yellow Card,Pascal Schürpf,Foul,,,3841055
FC St. Gallen 1879,Home,57',Yellow Card,Leon Dajaku,Dissent,,,3841055
FC Winterthur,Home,16',Goal,Samir Ramizi,Penalty,,,3841056
FC Sion,Away,85',Goal,Giovanni Sio,Left-footed shot,Dimitri Cavaré,,3841056
FC Sion,Away,40',Substitution,Giovanni Sio,Tactical,,Ilyas Chouaref,3841056
FC Sion,Away,40',Substitution,François Moubandje,Tactical,,Baltazar,3841056
FC Sion,Away,60',Substitution,Kevin Halabaku,Tactical,,Anto Grgic,3841056
FC Sion,Away,60',Substitution,Dimitri Cavaré,Tactical,,Numa Lavanchy,3841056
FC Winterthur,Home,74',Substitution,Souleymane Diaby,Tactical,,Tobias Schättin,3841056
FC Winterthur,Home,80',Substitution,Thibault Corbaz,Tactical,,Nishan Burkart,3841056
FC Sion,Away,82',Substitution,Luca Zuffi,Tactical,,Musa Araz,3841056
FC Winterthur,Home,90',Substitution,Roman Buess,Tactical,,Joaquín Ardaiz,3841056
FC Sion,Away,15',Yellow Card,Joël Schmied,Handball,,,3841056
FC Winterthur,Home,41',Yellow Card,Adrian Gantenbein,Foul,,,3841056
FC Winterthur,Home,61',Yellow Card,Samir Ramizi,Foul,,,3841056
FC Sion,Away,65',Yellow Card,François Moubandje,Foul,,,3841056
FC Sion,Away,72',Yellow Card,Mario Balotelli,Foul,,,3841056
FC Winterthur,Home,79',Yellow Card,Yannick Schmid,Foul,,,3841056
FC Lugano,Away,38',Goal,Milton Valenzuela,Left-footed shot,Renato Steffen,,3841057
BSC Young Boys,Home,48',Goal,Jean-Pierre Nsame,Header,Donat Rrudhani,,3841057
FC Lugano,Away,24',Substitution,Uran Bislimi,Injury,,Mohamed Belhadj Mahmoud,3841057
BSC Young Boys,Home,63',Substitution,Cheikh Niasse,Injury,,Fabian Rieder,3841057
BSC Young Boys,Home,70',Substitution,Ulisses Garcia,Tactical,,Loris Benito,3841057
BSC Young Boys,Home,70',Substitution,Filip Ugrinic,Tactical,,Donat Rrudhani,3841057
BSC Young Boys,Home,70',Substitution,Joël Monteiro,Tactical,,Cedric Itten,3841057
FC Lugano,Away,70',Substitution,Hicham Mahou,Tactical,,Roman Macek,3841057
BSC Young Boys,Home,84',Substitution,Quentin Maceiras,Injury,,Lewin Blum,3841057
FC Lugano,Away,84',Substitution,Boris Babic,Tactical,,Zan Celar,3841057
FC Lugano,Away,84',Substitution,Mohamed Amoura,Tactical,,Renato Steffen,3841057
FC Lugano,Away,19',Yellow Card,Jonathan Sabbatini,Foul,,,3841057
BSC Young Boys,Home,40',Yellow Card,Cédric Zesiger,Foul,,,3841057
FC Lugano,Away,45',Yellow Card,Renato Steffen,Time wasting,,,3841057
BSC Young Boys,Home,75',Yellow Card,Lewin Blum,Foul,,,3841057
FC Lugano,Home,33',Goal,Zan Celar,Left-footed shot,Roman Macek,,3841058
FC Lugano,Home,38',Goal,Ignacio Aliseda,Left-footed shot,Roman Macek,,3841058
FC Basel 1893,Away,74',Goal,Darian Males,Right-footed shot,Hugo Novoa,,3841058
FC Basel 1893,Away,83',Goal,Michael Lang,Header,Darian Males,,3841058
FC Basel 1893,Away,46',Substitution,Michael Lang,Tactical,,Hugo Vogel,3841058
FC Basel 1893,Away,46',Substitution,Riccardo Calafiori,Tactical,,Andy Diouf,3841058
FC Lugano,Home,46',Substitution,Boris Babic,Tactical,,Zan Celar,3841058
FC Basel 1893,Away,68',Substitution,Andi Zeqiri,Tactical,,Bradley Fink,3841058
FC Basel 1893,Away,68',Substitution,Anton Kade,Tactical,,Dan Ndoye,3841058
FC Basel 1893,Away,68',Substitution,Hugo Novoa,Tactical,,Zeki Amdouni,3841058
FC Lugano,Home,70',Substitution,Mattia Bottani,Tactical,,Ignacio Aliseda,3841058
FC Lugano,Home,84',Substitution,Lukas Mai,Tactical,,Uran Bislimi,3841058
FC Lugano,Home,84',Substitution,Jhon Espinoza,Tactical,,Roman Macek,3841058
FC Basel 1893,Away,4',Yellow Card,Hugo Vogel,Foul,,,3841058
FC Basel 1893,Away,31',Yellow Card,Taulant Xhaka,Foul,,,3841058
FC Basel 1893,Away,42',Yellow Card,Wouter Burger,Foul,,,3841058
FC Basel 1893,Away,68',Yellow Card,Bradley Fink,Foul,,,3841058
FC Lugano,Home,90',Yellow Card,Kreshnik Hajrizi,Foul,,,3841058
FC Basel 1893,Away,90',Yellow Card,Michael Lang,Time wasting,,,3841058
FC Lugano,Home,90',Yellow Card,Albian Hajdari,Foul,,,3841058
FC Luzern,Home,76',Goal,Martin Frydek,Direct free kick,,,3841059
FC Luzern,Home,66',Substitution,Asumah Abubakar,Tactical,,Thibault Klidjé,3841059
Grasshopper Club Zurich,Away,70',Substitution,Petar Pusic,Tactical,,Dion Kacuri,3841059
FC Luzern,Home,75',Substitution,Dejan Sorgic,Tactical,,Pascal Schürpf,3841059
FC Luzern,Home,75',Substitution,Mamady Diambou,Tactical,,Mohamed Dräger,3841059
Grasshopper Club Zurich,Away,77',Substitution,Giotto Morandi,Tactical,,Meritan Shabani,3841059
FC Luzern,Home,85',Substitution,Sofyan Chader,Tactical,,Max Meyer,3841059
Grasshopper Club Zurich,Away,88',Substitution,Georg Margreitter,Tactical,,Christian Herc,3841059
Grasshopper Club Zurich,Away,88',Substitution,Filipe de Carvalho,Tactical,,Renat Dadashov,3841059
Grasshopper Club Zurich,Away,54',Yellow Card,Christian Herc,Foul,,,3841059
Grasshopper Club Zurich,Away,90',Yellow Card,Tsiy Ndenge,Foul,,,3841059
Servette FC,Home,42',Goal,Yoan Severin,Left-footed shot,Chris Bedia,,3841060
FC Winterthur,Away,52',Goal,Joaquín Ardaiz,Left-footed shot,Thibault Corbaz,,3841060
FC Winterthur,Away,46',Substitution,Thibault Corbaz,Tactical,,Sayfallah Ltaief,3841060
FC Winterthur,Away,46',Substitution,Michael Gonçalves,Tactical,,Adrian Gantenbein,3841060
Servette FC,Home,65',Substitution,Enzo Crivelli,Tactical,,Chris Bedia,3841060
Servette FC,Home,65',Substitution,Sidiki Camara,Tactical,,Dereck Kutesa,3841060
FC Winterthur,Away,65',Substitution,Nishan Burkart,Tactical,,Matteo Di Giusto,3841060
FC Winterthur,Away,78',Substitution,Roman Buess,Tactical,,Samir Ramizi,3841060
Servette FC,Home,85',Substitution,Hussayn Touati,Tactical,,Patrick Pflücke,3841060
Servette FC,Home,89',Substitution,Moussa Diallo,Tactical,,Kevin Mbabu,3841060
Servette FC,Home,89',Substitution,Samba Diba,Tactical,,Timothé Cognat,3841060
FC Winterthur,Away,89',Substitution,Francisco Rodríguez,Tactical,,Joaquín Ardaiz,3841060
FC Winterthur,Away,44',Yellow Card,Yannick Schmid,Foul,,,3841060
Servette FC,Home,69',Yellow Card,Enzo Crivelli,Foul,,,3841060
FC Winterthur,Away,77',Yellow Card,Samir Ramizi,Dissent,,,3841060
FC Winterthur,Away,81',Yellow Card,Remo Arnold,Dissent,,,3841060
FC St. Gallen 1879,Away,33',Goal,Chadrac Akolo,Tap-in,Leon Dajaku,,3841061
FC St. Gallen 1879,Away,49',Goal,Basil Stillhart,Header,Jordi Quintillà,,3841061
FC St. Gallen 1879,Away,60',Goal,Grégory Karlen,Right-footed shot,Emmanuel Latte Lath,,3841061
FC St. Gallen 1879,Away,69',Goal,Jérémy Guillemenot,Penalty,,,3841061
FC St. Gallen 1879,Away,46',Substitution,Emmanuel Latte Lath,Tactical,,Leon Dajaku,3841061
FC St. Gallen 1879,Away,56',Substitution,Grégory Karlen,Tactical,,Christian Witzig,3841061
FC St. Gallen 1879,Away,56',Substitution,Stefano Guidotti,Injury,,Lukas Görtler,3841061
FC Sion,Home,61',Substitution,Anto Grgic,Tactical,,Wylan Cyprien,3841061
FC Sion,Home,61',Substitution,Kevin Halabaku,Tactical,,Itaitinga,3841061
FC St. Gallen 1879,Away,64',Substitution,Willem Geubbels,Tactical,,Chadrac Akolo,3841061
FC Sion,Home,70',Substitution,Gaëtan Karlen,Tactical,,Mario Balotelli,3841061
FC Sion,Home,70',Substitution,Kevin Bua,Tactical,,Ilyas Chouaref,3841061
FC Sion,Home,70',Substitution,Denis Will Poha,Tactical,,Musa Araz,3841061
FC St. Gallen 1879,Away,77',Substitution,Albert Vallci,Injury,,Stefano Guidotti,3841061
FC Sion,Home,22',Yellow Card,Musa Araz,Foul,,,3841061
FC St. Gallen 1879,Away,26',Yellow Card,Jordi Quintillà,Foul,,,3841061
FC Sion,Home,36',Yellow Card,Mario Balotelli,Foul,,,3841061
FC St. Gallen 1879,Away,81',Yellow Card,Jérémy Guillemenot,Foul,,,3841061
FC St. Gallen 1879,Away,85',Yellow Card,Matej Maglica,Foul,,,3841061
FC Zürich,Home,40',Goal,Jonathan Okita,Right-footed shot,Nikola Boranijasevic,,3841062
BSC Young Boys,Away,57',Goal,Joël Monteiro,Left-footed shot,Donat Rrudhani,,3841062
FC Zürich,Home,75',Goal,Aiyegun Tosin,Tap-in,Fabian Rohner,,3841062
BSC Young Boys,Away,84',Goal,Christian Fassnacht,Right-footed shot,Cedric Itten,,3841062
BSC Young Boys,Away,65',Substitution,Meschack Elia,Tactical,,Donat Rrudhani,3841062
BSC Young Boys,Away,65',Substitution,Fabian Rieder,Tactical,,Filip Ugrinic,3841062
FC Zürich,Home,73',Substitution,Blerim Dzemaili,Tactical,,Roko Simic,3841062
FC Zürich,Home,73',Substitution,Fabian Rohner,Tactical,,Jonathan Okita,3841062
BSC Young Boys,Away,78',Substitution,Christian Fassnacht,Tactical,,Kastriot Imeri,3841062
FC Zürich,Home,86',Substitution,Marc Hornschuh,Tactical,,Bledian Krasniqi,3841062
FC Zürich,Home,49',Yellow Card,Mirlind Kryeziu,Foul,,,3841062
FC Basel 1893,Away,29',Goal,Fabian Frei,Penalty,,,3841063
FC Basel 1893,Away,55',Substitution,Wouter Burger,Tactical,,Fabian Frei,3841063
FC Luzern,Home,59',Substitution,Dejan Sorgic,Tactical,,Mamady Diambou,3841063
FC Luzern,Home,59',Substitution,Asumah Abubakar,Tactical,,Pascal Schürpf,3841063
FC Basel 1893,Away,65',Substitution,Jean-Kévin Augustin,Tactical,,Andi Zeqiri,3841063
FC Basel 1893,Away,65',Substitution,Dan Ndoye,Tactical,,Bradley Fink,3841063
FC Luzern,Home,82',Substitution,Thibault Klidjé,Injury,,Asumah Abubakar,3841063
FC Basel 1893,Away,88',Substitution,Anton Kade,Tactical,,Sergio López,3841063
FC Basel 1893,Away,88',Substitution,Hugo Novoa,Tactical,,Liam Millar,3841063
FC Luzern,Home,89',Substitution,Benjamin Kimpioka,Tactical,,Max Meyer,3841063
FC Luzern,Home,28',Yellow Card,Pascal Loretz,Foul,,,3841063
FC Basel 1893,Away,45',Yellow Card,Sergio López,Foul,,,3841063
FC Luzern,Home,51',Yellow Card,Ismajl Beka,Foul,,,3841063
FC Basel 1893,Away,52',Yellow Card,Andy Pelmard,Foul,,,3841063
FC Basel 1893,Away,67',Yellow Card,Andy Diouf,Foul,,,3841063
FC Luzern,Home,67',Yellow Card,Denis Simani,Unsporting behaviour,,,3841063
FC Luzern,Home,72',Yellow Card,Sofyan Chader,Foul,,,3841063
FC Basel 1893,Away,75',Yellow Card,Wouter Burger,Foul,,,3841063
FC Luzern,Home,77',Yellow-Red Card,Sofyan Chader,Foul,,,3841063
FC Basel 1893,Away,85',Yellow Card,Jean-Kévin Augustin,Unsporting behaviour,,,3841063
FC Basel 1893,Away,90',Yellow Card,Marwin Hitz,Time wasting,,,3841063
FC Lugano,Away,34',Goal,Ousmane Doumbia,Right-footed shot,Milton Valenzuela,,3841064
FC Sion,Home,66',Goal,Giovanni Sio,Header,Reto Ziegler,,3841064
FC Sion,Home,46',Substitution,Giovanni Sio,Tactical,,Mario Balotelli,3841064
FC Sion,Home,46',Substitution,Denis Will Poha,Tactical,,Wylan Cyprien,3841064
FC Sion,Home,46',Substitution,Ilyas Chouaref,Tactical,,Itaitinga,3841064
FC Sion,Home,61',Substitution,Luca Zuffi,Tactical,,Anto Grgic,3841064
FC Lugano,Away,61',Substitution,Roman Macek,Tactical,,Jhon Espinoza,3841064
FC Lugano,Away,73',Substitution,Boris Babic,Tactical,,Mohamed Amoura,3841064
FC Lugano,Away,73',Substitution,Ignacio Aliseda,Tactical,,Uran Bislimi,3841064
FC Lugano,Away,82',Substitution,Lukas Mai,Tactical,,Kreshnik Hajrizi,3841064
FC Sion,Home,83',Substitution,Kevin Bua,Tactical,,Kevin Halabaku,3841064
FC Lugano,Away,44',Yellow Card,Renato Steffen,Foul,,,3841064
FC Lugano,Away,50',Yellow Card,Kreshnik Hajrizi,Foul,,,3841064
FC Sion,Home,58',Yellow Card,Denis Will Poha,Foul,,,3841064
FC Lugano,Away,70',Yellow Card,Milton Valenzuela,Foul,,,3841064
FC Sion,Home,81',Yellow Card,Ilyas Chouaref,Foul,,,3841064
Grasshopper Club Zurich,Away,5',Goal,Guilherme Schettine,Header,Hayao Kawabe,,3841065
FC St. Gallen 1879,Home,33',Goal,Grégory Karlen,Left-footed shot,Julian Von Moos,,3841065
FC St. Gallen 1879,Home,63',Substitution,Chadrac Akolo,Tactical,,Christian Witzig,3841065
FC St. Gallen 1879,Home,63',Substitution,Randy Schneider,Tactical,,Julian Von Moos,3841065
Grasshopper Club Zurich,Away,63',Substitution,Petar Pusic,Tactical,,Meritan Shabani,3841065
Grasshopper Club Zurich,Away,63',Substitution,Giotto Morandi,Tactical,,Renat Dadashov,3841065
FC St. Gallen 1879,Home,71',Substitution,Basil Stillhart,Tactical,,Grégory Karlen,3841065
Grasshopper Club Zurich,Away,74',Substitution,Teruki Hara,Tactical,,Bendegúz Bolla,3841065
FC St. Gallen 1879,Home,83',Substitution,Willem Geubbels,Tactical,,Matej Maglica,3841065
FC St. Gallen 1879,Home,83',Substitution,Noha Ndombasi,Tactical,,Emmanuel Latte Lath,3841065
Grasshopper Club Zurich,Away,86',Substitution,Sang-bin Jeong,Tactical,,Guilherme Schettine,3841065
Grasshopper Club Zurich,Away,35',Yellow Card,Ayumu Seko,Foul,,,3841065
Grasshopper Club Zurich,Away,48',Yellow Card,Renat Dadashov,Foul,,,3841065
FC St. Gallen 1879,Home,55',Yellow Card,Christian Witzig,Foul,,,3841065
Grasshopper Club Zurich,Away,67',Yellow Card,Giotto Morandi,Foul,,,3841065
FC St. Gallen 1879,Home,80',Yellow Card,Basil Stillhart,Dissent,,,3841065
Grasshopper Club Zurich,Away,86',Yellow Card,Amir Abrashi,Foul,,,3841065
BSC Young Boys,Away,21',Goal,Meschack Elia,Header,Jean-Pierre Nsame,,3841066
FC Winterthur,Home,62',Goal,Roman Buess,Right-footed shot,Joaquín Ardaiz,,3841066
FC Winterthur,Home,46',Substitution,Francisco Rodríguez,Tactical,,Thibault Corbaz,3841066
FC Winterthur,Home,61',Substitution,Roman Buess,Tactical,,Sayfallah Ltaief,3841066
BSC Young Boys,Away,69',Substitution,Cedric Itten,Tactical,,Meschack Elia,3841066
BSC Young Boys,Away,69',Substitution,Kastriot Imeri,Tactical,,Filip Ugrinic,3841066
BSC Young Boys,Away,80',Substitution,Joël Monteiro,Tactical,,Fabian Rieder,3841066
FC Winterthur,Home,82',Substitution,Roy Gelmi,Tactical,,Samuel Ballet,3841066
FC Winterthur,Home,85',Substitution,Michael Gonçalves,Injury,,Adrian Gantenbein,3841066
BSC Young Boys,Away,62',Yellow Card,Cédric Zesiger,Dissent,,,3841066
BSC Young Boys,Away,74',Yellow Card,Christian Fassnacht,Foul,,,3841066
Servette FC,Away,73',Goal,Enzo Crivelli,Right-footed shot,Timothé Cognat,,3841067
FC Zürich,Home,78',Goal,Junior Ligue,Left-footed shot,Cheick Condé,,3841067
FC Zürich,Home,46',Substitution,Roko Simic,Tactical,,Aiyegun Tosin,3841067
FC Zürich,Home,60',Substitution,Fabian Rohner,Tactical,,Blerim Dzemaili,3841067
Servette FC,Away,70',Substitution,Enzo Crivelli,Tactical,,Chris Bedia,3841067
Servette FC,Away,70',Substitution,Alexis Antunes,Tactical,,Dereck Kutesa,3841067
FC Zürich,Home,76',Substitution,Ifeanyi Mathew,Tactical,,Bledian Krasniqi,3841067
FC Zürich,Home,76',Substitution,Junior Ligue,Tactical,,Fidan Aliti,3841067
Servette FC,Away,85',Substitution,Théo Valls,Tactical,,Patrick Pflücke,3841067
FC Zürich,Home,85',Substitution,Antonio Marchesano,Tactical,,Jonathan Okita,3841067
Servette FC,Away,90',Substitution,Anthony Baron,Tactical,,Timothé Cognat,3841067
